Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,HSOC Zones as of 2018-06-05,OWED Public Spaces,Central Market/Tenderloin Boundary Polygon - Updated,Parks Alliance CPSI (27+TL sites),ESNCAG - Boundary File,"Areas of Vulnerability, 2016"
2020/08/17 04:17:00 PM,2020/08/17,16:17,2020,Monday,2020/08/17 04:17:00 PM,95366607045,953666,200470986,202302452,VS,Vehicle Supplement,,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,BLYTHDALE AVE \ SANTOS ST,20423000,Ingleside,Visitacion Valley,10,37.71073194458116,-122.41877184294184,"(37.71073194458116, -122.41877184294184)",74,9,9,40,,,,,,2
2020/08/17 02:20:00 PM,2020/08/17,14:20,2020,Monday,2020/08/17 02:24:00 PM,95367404134,953674,200495047,202302058,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,SOUTH VAN NESS AVE \ ERIE ST,24344000,Mission,Mission,9,37.7691985467523,-122.4177829388001,"(37.7691985467523, -122.4177829388001)",53,3,2,20,3,,,,,2
2020/08/17 12:00:00 AM,2020/08/17,00:00,2020,Monday,2020/08/17 12:02:00 AM,95344415200,953444,200493580,202293358,II,Initial,,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Cite or Arrest Adult,MINERVA ST \ CAPITOL AVE,22477000,Taraval,Oceanview/Merced/Ingleside,11,37.71575794000521,-122.45905486243203,"(37.71575794000521, -122.45905486243203)",81,10,1,24,,,,,,2
2020/05/30 11:09:00 PM,2020/05/30,23:09,2020,Saturday,2020/08/13 01:34:00 PM,95350105073,953501,200327939,,IS,Coplogic Supplement,true,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,HARRISON ST \ DORE ST,24230000,Southern,South of Market,6,37.77205206601267,-122.41067849395363,"(37.77205206601267, -122.41067849395363)",32,1,10,34,,,,,,2
2020/04/01 12:00:00 AM,2020/04/01,00:00,2020,Wednesday,2020/08/17 03:19:00 PM,95366109027,953661,200495116,202301484,II,Initial,,09027,Fraud,Fraud,False Personation,Open or Active,EDDY ST \ LAGUNA ST,25964000,Northern,Western Addition,5,37.782056938164764,-122.4273963984862,"(37.782056938164764, -122.4273963984862)",97,4,11,39,,,,,,2
2020/08/15 09:00:00 PM,2020/08/15,21:00,2020,Saturday,2020/08/17 12:45:00 PM,95358306373,953583,200494679,202301704,II,Initial,,06373,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $200-$950",Open or Active,19TH ST \ DOLORES ST,25683000,Mission,Castro/Upper Market,8,37.759829612490556,-122.42592030312977,"(37.759829612490556, -122.42592030312977)",37,3,5,5,5,,,,,1
2020/08/17 02:14:00 PM,2020/08/17,14:14,2020,Monday,2020/08/17 02:14:00 PM,95364607041,953646,200493217,202302018,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,LARKIN ST \ GOLDEN GATE AVE,24440000,Tenderloin,Tenderloin,6,37.78144749392477,-122.41714561338313,"(37.78144749392477, -122.41714561338313)",21,5,10,36,1,,1,,,2
2020/08/16 07:12:00 PM,2020/08/16,19:12,2020,Sunday,2020/08/16 07:12:00 PM,95341565010,953415,200493198,202292620,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,ENTERPRISE ST \ FOLSOM ST,24136000,Mission,Mission,9,37.764705299011204,-122.41525065017504,"(37.764705299011204, -122.41525065017504)",53,3,2,20,3,,,,,2
2020/08/13 07:00:00 AM,2020/08/13,07:00,2020,Thursday,2020/08/15 11:24:00 AM,95345406244,953454,206121749,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,EUCLID AVE \ PARKER AVE,26931000,Richmond,Presidio Heights,2,37.78402998836555,-122.45461780368998,"(37.78402998836555, -122.45461780368998)",11,8,6,31,,,,,,1
2020/08/16 03:50:00 PM,2020/08/16,15:50,2020,Sunday,2020/08/16 03:50:00 PM,95336928100,953369,200492736,202292016,II,Initial,,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Cite or Arrest Adult,17TH ST \ CASTRO ST \ MARKET ST,25814000,Mission,Castro/Upper Market,8,37.76267070626061,-122.4351879633321,"(37.76267070626061, -122.4351879633321)",38,3,5,5,5,,,,,1
2020/08/17 12:01:00 AM,2020/08/17,00:01,2020,Monday,2020/08/17 12:01:00 AM,95344071012,953440,200479574,202300003,VS,Vehicle Supplement,,71012,Other Offenses,Other Offenses,"License Plate, Recovered",Open or Active,22ND ST \ SAN BRUNO AVE,23731000,Mission,Mission,10,37.75695219279879,-122.40473226851212,"(37.75695219279879, -122.40473226851212)",54,3,9,20,,,,,,2
2020/08/17 04:55:00 PM,2020/08/17,16:55,2020,Monday,2020/08/17 05:12:00 PM,95369519057,953695,200495401,202302610,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,CLEMENT ST \ 06TH AVE,27286000,Richmond,Inner Richmond,1,37.7829399329451,-122.46442502609422,"(37.7829399329451, -122.46442502609422)",5,8,4,11,,,,,,1
2020/02/05 10:42:00 PM,2020/02/05,22:42,2020,Wednesday,2020/08/16 10:00:00 AM,95352506362,953525,200091394,,IS,Initial Supplement,,06362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,TAYLOR ST \ NORTH POINT ST,25592000,Central,North Beach,3,37.8063434285485,-122.41543157088526,"(37.8063434285485, -122.41543157088526)",99,6,3,23,,,,,,2
2020/08/17 12:01:00 AM,2020/08/17,00:01,2020,Monday,2020/08/17 12:01:00 AM,95343507041,953435,200470550,202300003,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,22ND ST \ SAN BRUNO AVE,23731000,Mission,Mission,10,37.75695219279879,-122.40473226851212,"(37.75695219279879, -122.40473226851212)",54,3,9,20,,,,,,2
2020/08/14 05:00:00 PM,2020/08/14,17:00,2020,Friday,2020/08/17 04:29:00 PM,95371764070,953717,200495291,202301599,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,SHANNON ST \ POST ST,30053000,Central,Tenderloin,3,37.78776680655961,-122.41253120281364,"(37.78776680655961, -122.41253120281364)",50,6,3,36,,,,,,2
2020/08/17 11:38:00 AM,2020/08/17,11:38,2020,Monday,2020/08/17 11:38:00 AM,95361164085,953611,200494704,202301434,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Cite or Arrest Adult,GREEN ST \ KEARNY ST,24847000,Central,North Beach,3,37.799900854766534,-122.40583404954896,"(37.799900854766534, -122.40583404954896)",106,6,3,23,,,,,,2
2020/08/16 07:45:00 PM,2020/08/16,19:45,2020,Sunday,2020/08/17 10:20:00 AM,95356207021,953562,200494146,202301157,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,GOUGH ST \ COLTON ST,24404000,Southern,Mission,6,37.772343919036,-122.42106807582994,"(37.772343919036, -122.42106807582994)",32,1,10,20,1,,,,,2
2020/07/12 02:20:00 PM,2020/07/12,14:20,2020,Sunday,2020/08/17 11:05:00 PM,95374119057,953741,200479609,202232563,IS,Initial Supplement,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,FULTON ST \ LAGUNA ST,25958000,Northern,Hayes Valley,5,37.778328562984456,-122.42664149985119,"(37.778328562984456, -122.42664149985119)",97,4,11,9,,,,,,1
2020/08/15 12:00:00 PM,2020/08/15,12:00,2020,Saturday,2020/08/15 12:23:00 PM,95346906244,953469,206121783,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,CALIFORNIA ST \ POLK ST,25221000,Northern,Nob Hill,3,37.79057825823802,-122.42068738428432,"(37.79057825823802, -122.42068738428432)",105,4,3,21,,,,,,1
2020/06/26 12:00:00 AM,2020/06/26,00:00,2020,Friday,2020/08/17 10:10:00 AM,95354406246,953544,200494124,202301150,II,Initial,,06246,Larceny Theft,Larceny Theft - Other,"License Plate or Tab, Theft of",Open or Active,LARKIN ST \ SACRAMENTO ST,25296000,Central,Nob Hill,3,37.7917040142914,-122.41922173749678,"(37.7917040142914, -122.41922173749678)",105,6,3,21,,,,,,1
2020/08/04 01:00:00 PM,2020/08/04,13:00,2020,Tuesday,2020/08/17 11:41:00 AM,95356803474,953568,200494384,202030144,II,Initial,,03474,Robbery,Robbery - Other,"Robbery, Att., W/ Force",Open or Active,11TH ST \ MINNA ST,24363000,Southern,South of Market,6,37.77390625135662,-122.41657567021807,"(37.77390625135662, -122.41657567021807)",32,1,10,34,1,,1,,,2
2020/08/17 11:15:00 AM,2020/08/17,11:15,2020,Monday,2020/08/17 11:15:00 AM,95355475025,953554,200312479,,IS,Initial Supplement,,75025,Non-Criminal,Non-Criminal,Search Warrant Service,Cite or Arrest Adult,21ST AVE \ CABRILLO ST,27509000,Taraval,Outer Richmond,1,37.774632347243546,-122.48004001662785,"(37.774632347243546, -122.48004001662785)",8,8,4,29,,,,,,1
2020/08/13 09:00:00 PM,2020/08/13,21:00,2020,Thursday,2020/08/15 09:37:00 AM,95349606244,953496,206121733,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,30TH AVE \ CLEMENT ST,27843000,Richmond,Outer Richmond,1,37.78177541825027,-122.49023107953556,"(37.78177541825027, -122.49023107953556)",8,8,4,29,,,,,,2
2020/08/17 09:42:00 AM,2020/08/17,09:42,2020,Monday,2020/08/17 09:49:00 AM,95359628080,953596,200494174,202301026,II,Initial,,28080,Malicious Mischief,Other,"Fire Alarm, False",Cite or Arrest Adult,SOUTH VAN NESS AVE \ PLUM ST,33613000,Southern,Mission,6,37.770876469287494,-122.4180289209908,"(37.770876469287494, -122.4180289209908)",32,1,10,20,1,,,,,2
2020/08/17 02:15:00 PM,2020/08/17,14:15,2020,Monday,2020/08/17 02:47:00 PM,95365616652,953656,200495019,202302152,II,Initial,,16652,Drug Offense,Drug Violation,"Methamphetamine, Possession For Sale",Cite or Arrest Adult,GOLDEN GATE AVE \ HYDE ST,24431000,Tenderloin,Tenderloin,6,37.7816542606277,-122.41550518013352,"(37.7816542606277, -122.41550518013352)",21,5,10,36,1,,1,,,2
2020/08/14 02:00:00 AM,2020/08/14,02:00,2020,Friday,2020/08/15 08:26:00 AM,95346406244,953464,206121993,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MINERVA ST \ ORIZABA AVE,22499000,Taraval,Oceanview/Merced/Ingleside,11,37.71561930309018,-122.46261521444511,"(37.71561930309018, -122.46261521444511)",65,10,1,24,,,,,,2
2020/08/16 12:40:00 PM,2020/08/16,12:40,2020,Sunday,2020/08/17 08:54:00 AM,95360703074,953607,200492322,202300850,IS,Initial Supplement,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Cite or Arrest Adult,PAGE ST \ 12TH ST \ MARKET ST,30749000,Southern,Mission,6,37.77435867382556,-122.42025428037208,"(37.77435867382556, -122.42025428037208)",32,1,10,20,1,,1,,,2
2020/08/05 10:00:00 AM,2020/08/05,10:00,2020,Wednesday,2020/08/06 09:49:00 AM,95345928150,953459,206122032,,II,Coplogic Initial,true,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,TOWNSEND ST \ 06TH ST,23855000,Southern,Mission Bay,6,37.77357345477833,-122.39943313209075,"(37.77357345477833, -122.39943313209075)",32,1,10,4,,,,,,1
2020/08/16 12:15:00 AM,2020/08/16,00:15,2020,Sunday,2020/08/16 12:24:00 AM,95319928160,953199,200491540,202290063,II,Initial,,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,SWEENY ST \ DARTMOUTH ST,20932000,Bayview,Portola,9,37.73131448359516,-122.41373296525057,"(37.73131448359516, -122.41373296525057)",91,2,2,25,,,,,,2
2020/08/16 05:30:00 AM,2020/08/16,05:30,2020,Sunday,2020/08/17 10:08:00 AM,95362705053,953627,200494964,202301107,II,Initial,,05053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Open or Active,GUERRERO ST \ 14TH ST,25835000,Mission,Mission,8,37.76800642408289,-122.42441169103962,"(37.76800642408289, -122.42441169103962)",37,3,5,20,,,,,,2
2020/08/17 03:31:00 PM,2020/08/17,15:31,2020,Monday,2020/08/17 04:29:00 PM,95370128100,953701,200495279,202302304,II,Initial,,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,ARBALLO DR \ GONZALEZ DR,23094000,Taraval,Lakeshore,7,37.71758458829447,-122.48320524753717,"(37.71758458829447, -122.48320524753717)",42,10,8,16,,,,,,2
2020/08/17 12:03:00 AM,2020/08/17,00:03,2020,Monday,2020/08/17 12:03:00 AM,95342564020,953425,200493546,202300007,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,TAYLOR ST \ EDDY ST,24925000,Tenderloin,Tenderloin,6,37.78414101130419,-122.41095161908784,"(37.78414101130419, -122.41095161908784)",20,5,10,36,,,1,,,2
2020/08/09 09:00:00 AM,2020/08/09,09:00,2020,Sunday,2020/08/11 03:32:00 PM,95348106372,953481,206121880,,II,Coplogic Initial,true,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,24TH ST \ HARRISON ST,23978000,Mission,Mission,9,37.752628589044264,-122.41189982277923,"(37.752628589044264, -122.41189982277923)",53,3,2,20,3,,,,,1
2020/08/16 08:00:00 AM,2020/08/16,08:00,2020,Sunday,2020/08/16 08:00:00 AM,95368505053,953685,200385670,,IS,Initial Supplement,,05053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Open or Active,STOCKTON ST \ GEARY ST,24901000,Central,Financial District/South Beach,3,37.7875680237141,-122.40658988465438,"(37.7875680237141, -122.40658988465438)",19,6,3,8,,,,,,2
2020/08/17 04:00:00 AM,2020/08/17,04:00,2020,Monday,2020/08/17 12:13:00 PM,95365328165,953653,200494986,202301589,II,Initial,,28165,Malicious Mischief,Vandalism,"Malicious Mischief, Graffiti, Real or Personal Property",Open or Active,TAYLOR ST \ SACRAMENTO ST,25093000,Central,Nob Hill,3,37.79255233583978,-122.41264965842102,"(37.79255233583978, -122.41264965842102)",16,6,3,21,,,,,,1
2020/08/14 08:00:00 AM,2020/08/14,08:00,2020,Friday,2020/08/17 06:12:00 AM,95358528100,953585,200493784,202300449,II,Initial,,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,DAGGETT ST \ 07TH ST,23786000,Southern,Mission Bay,10,37.76716595597136,-122.39582644128664,"(37.76716595597136, -122.39582644128664)",34,1,9,4,,,,,,1
2020/08/16 03:10:00 AM,2020/08/16,03:10,2020,Sunday,2020/08/17 11:39:00 AM,95373505151,953735,200495285,202301438,II,Initial,,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,MIRAMAR AVE \ OCEAN AVE,22629000,Taraval,Oceanview/Merced/Ingleside,7,37.724317534370066,-122.45819139221014,"(37.724317534370066, -122.45819139221014)",64,10,8,24,,,,,,2
2020/08/10 07:30:00 PM,2020/08/10,19:30,2020,Monday,2020/08/16 12:29:00 PM,95348606224,953486,206122082,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,31ST AVE \ MORAGA ST,27682000,Taraval,Sunset/Parkside,4,37.755540667885825,-122.48945874236242,"(37.755540667885825, -122.48945874236242)",39,10,7,35,,,,,,1
2020/06/28 11:00:00 PM,2020/06/28,23:00,2020,Sunday,2020/08/17 07:26:00 PM,95370611012,953706,200495683,202303014,VI,Vehicle Initial,,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,18TH AVE \ CLEMENT ST,27503000,Richmond,Outer Richmond,1,37.78236056799206,-122.477374311978,"(37.78236056799206, -122.477374311978)",5,8,4,29,,,,,,1
2020/08/12 09:50:00 AM,2020/08/12,09:50,2020,Wednesday,2020/08/17 09:15:00 AM,95352306313,953523,200437312,,IS,Initial Supplement,,06313,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, $200-$950",Cite or Arrest Adult,BRYANT ST \ LANGTON ST,23876000,Southern,South of Market,6,37.77385630397913,-122.40528580238285,"(37.77385630397913, -122.40528580238285)",33,1,10,34,,,,,,2
2020/08/14 05:00:00 PM,2020/08/14,17:00,2020,Friday,2020/08/17 10:30:00 AM,95359105083,953591,200494243,202300803,II,Initial,,05083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Open or Active,OFARRELL ST \ LARKIN ST,25152000,Tenderloin,Tenderloin,6,37.785167213738916,-122.41790141130261,"(37.785167213738916, -122.41790141130261)",20,5,10,36,,,1,,,2
2020/08/13 02:00:00 PM,2020/08/13,14:00,2020,Thursday,2020/08/15 09:24:00 AM,95347428150,953474,206121727,,II,Coplogic Initial,true,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,30TH AVE \ JOHN F KENNEDY DR,27524000,Richmond,Golden Gate Park,1,37.77089456426724,-122.48980436245726,"(37.77089456426724, -122.48980436245726)",9,8,4,12,,,,,,1
2020/08/17 03:45:00 AM,2020/08/17,03:45,2020,Monday,2020/08/17 03:47:00 AM,95345106312,953451,200493643,202300285,II,Initial,,06312,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, $50-$200",Cite or Arrest Adult,19TH ST \ MISSION ST,24145000,Mission,Mission,9,37.7602353540718,-122.41920604493745,"(37.7602353540718, -122.41920604493745)",53,3,2,20,3,,,,,2
2020/08/17 02:04:00 PM,2020/08/17,14:04,2020,Monday,2020/08/17 02:05:00 PM,95361607043,953616,200415192,,VS,Vehicle Supplement,,07043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Open or Active,,,Out of SF,,,,,,,,,,,,,,,
2020/08/16 04:45:00 PM,2020/08/16,16:45,2020,Sunday,2020/08/17 12:29:00 PM,95363305153,953633,200494613,202301351,II,Initial,,05153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,FOLSOM ST \ 07TH ST,24262000,Southern,South of Market,6,37.77674610778869,-122.40784206126533,"(37.77674610778869, -122.40784206126533)",32,1,10,34,1,,,,,2
2020/08/17 02:19:00 AM,2020/08/17,02:19,2020,Monday,2020/08/17 10:00:00 AM,95353607021,953536,200493900,202300659,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,11TH AVE \ CLEMENT ST,27305000,Richmond,Inner Richmond,1,37.78270190421642,-122.46976999223311,"(37.78270190421642, -122.46976999223311)",5,8,4,11,,,,,,1
2020/08/10 08:00:00 AM,2020/08/10,08:00,2020,Monday,2020/08/17 12:10:00 PM,95357609340,953576,200494500,202301569,II,Initial,,09340,Fraud,Fraud,"Credit Application, Fraudulent",Open or Active,TAYLOR ST \ PINE ST,25089000,Northern,Nob Hill,3,37.79067278294602,-122.41226618818563,"(37.79067278294602, -122.41226618818563)",16,6,3,21,,,,,,1
2020/08/16 02:00:00 PM,2020/08/16,14:00,2020,Sunday,2020/08/16 04:59:00 PM,95349106244,953491,206122123,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,CROWN CT \ CROWN TER \ RACCOON DR,26132000,Park,Castro/Upper Market,8,37.75722892063926,-122.44694244519901,"(37.75722892063926, -122.44694244519901)",47,7,5,5,,,,,,1
2020/08/16 11:00:00 AM,2020/08/16,11:00,2020,Sunday,2020/08/17 04:51:00 PM,95371128160,953711,200495310,202301661,II,Initial,,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,FRANKLIN ST \ ELM ST,24477000,Northern,Western Addition,5,37.78128638629654,-122.42218671176373,"(37.78128638629654, -122.42218671176373)",100,4,11,39,1,,,,,2
2020/08/17 02:00:00 AM,2020/08/17,02:00,2020,Monday,2020/08/17 07:41:00 AM,95351206304,953512,200493847,202300620,II,Initial,,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,08TH ST \ GROVE ST \ HYDE ST \ MARKET ST,24429000,Tenderloin,Tenderloin,6,37.77871942789032,-122.4147412230519,"(37.77871942789032, -122.4147412230519)",21,5,10,36,1,35,1,,,2
2020/08/16 08:00:00 PM,2020/08/16,20:00,2020,Sunday,2020/08/17 05:06:00 PM,95365871013,953658,200495348,202302608,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,44TH AVE \ WAWONA ST,23449000,Taraval,Sunset/Parkside,4,37.736276323868786,-122.50208403230093,"(37.736276323868786, -122.50208403230093)",40,10,7,35,,,,,,1
2020/07/17 06:30:00 PM,2020/07/17,18:30,2020,Friday,2020/08/17 01:22:00 PM,95359812030,953598,200428662,,IS,Initial Supplement,,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",Open or Active,FUENTE AVE \ SERRANO DR,23052000,Taraval,Lakeshore,7,37.7201137512171,-122.47802682253393,"(37.7201137512171, -122.47802682253393)",42,10,8,16,,,,,,2
2020/08/17 04:57:00 PM,2020/08/17,16:57,2020,Monday,2020/08/17 04:57:00 PM,95368804154,953688,200495376,202302573,II,Initial,,04154,Assault,Simple Assault,"Battery, Of A Police Officer",Cite or Arrest Adult,LAKESHORE PLZ \ SLOAT BLVD,33724000,Taraval,Sunset/Parkside,4,37.73405049602901,-122.49044354601376,"(37.73405049602901, -122.49044354601376)",40,10,7,35,,,,,,1
2020/08/17 08:00:00 AM,2020/08/17,08:00,2020,Monday,2020/08/17 09:18:00 AM,95351807020,953518,200493922,202300717,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,BALBOA ST \ GREAT HWY,28009000,Richmond,Outer Richmond,1,37.77507596005672,-122.51129492624534,"(37.77507596005672, -122.51129492624534)",8,8,4,29,,,,,,1
2020/08/17 04:30:00 PM,2020/08/17,16:30,2020,Monday,2020/08/17 05:23:00 PM,95368219057,953682,200495423,202302653,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,JENNINGS ST \ HOLLISTER AVE,20470000,Bayview,Bayview Hunters Point,10,37.72078305305985,-122.39430194960758,"(37.72078305305985, -122.39430194960758)",88,2,9,1,,,,,,2
2020/08/17 12:00:00 PM,2020/08/17,12:00,2020,Monday,2020/08/17 12:26:00 PM,95360106244,953601,200494629,202301640,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,08TH ST \ FOLSOM ST,24272000,Southern,South of Market,6,37.77499179106878,-122.41006277137103,"(37.77499179106878, -122.41006277137103)",32,1,10,34,1,,,,,2
2019/12/11 12:00:00 AM,2019/12/11,00:00,2019,Wednesday,2020/08/04 08:00:00 AM,94976175030,949761,200142787,999999999,IS,Initial Supplement,,75030,Case Closure,Case Closure,Case Closure,Unfounded,BOARDMAN PL \ BRYANT ST,23914000,Out of SF,South of Market,6,37.7751608100771,-122.40363551943442,"(37.7751608100771, -122.40363551943442)",32,1,10,34,,,,,,2
2020/08/17 03:00:00 PM,2020/08/17,15:00,2020,Monday,2020/08/17 03:00:00 PM,95364962060,953649,200495122,202302192,II,Initial,,62060,Warrant,Warrant,"Warrant Arrest, Enroute To Adult Authority",Cite or Arrest Adult,SANCHEZ ST \ 15TH ST,25975000,Park,Castro/Upper Market,8,37.76599632858727,-122.43103778043064,"(37.76599632858727, -122.43103778043064)",28,3,5,5,5,,,,,1
2020/08/14 03:00:00 PM,2020/08/14,15:00,2020,Friday,2020/08/17 12:26:00 PM,95361805151,953618,200494607,202301040,II,Initial,,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,MENDELL ST \ CARGO WAY,33105000,Bayview,Bayview Hunters Point,10,37.74388333564679,-122.38311822134833,"(37.74388333564679, -122.38311822134833)",76,2,9,1,,,,,,1
2020/08/07 02:00:00 PM,2020/08/07,14:00,2020,Friday,2020/08/07 02:41:00 PM,95346306244,953463,206121959,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Mission,,,,,,,,,,,,,,,
2020/08/17 09:49:00 AM,2020/08/17,09:49,2020,Monday,2020/08/17 09:49:00 AM,95354963010,953549,200174172,202301044,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,IRVING ST \ 12TH AVE,27171000,Taraval,Inner Sunset,5,37.76389594265415,-122.46952196561261,"(37.76389594265415, -122.46952196561261)",109,10,11,14,,,,,,1
2020/08/16 10:30:00 PM,2020/08/16,22:30,2020,Sunday,2020/08/16 11:42:00 PM,95342106241,953421,200493518,202293320,II,Initial,,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,ELLIS ST \ CYRIL MAGNIN ST,24895000,Tenderloin,Tenderloin,3,37.7853882479001,-122.40866708530758,"(37.7853882479001, -122.40866708530758)",19,5,3,36,,,1,,,2
2020/08/17 09:29:00 AM,2020/08/17,09:29,2020,Monday,2020/08/17 09:30:00 AM,95354663010,953546,200494033,202300974,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,HOFF ST \ 16TH ST,24175000,Mission,Mission,9,37.76499626872751,-122.42058060938771,"(37.76499626872751, -122.42058060938771)",53,3,2,20,3,,,,,2
2020/08/17 01:18:00 PM,2020/08/17,13:18,2020,Monday,2020/08/17 01:29:00 PM,95364228150,953642,200494845,202301852,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,BEAVER ST \ CASTRO ST,25823000,Park,Castro/Upper Market,8,37.76492645901973,-122.43539572749359,"(37.76492645901973, -122.43539572749359)",113,7,5,5,5,,,,,1
2020/08/17 12:25:00 PM,2020/08/17,12:25,2020,Monday,2020/08/17 12:38:00 PM,95358606221,953586,200494635,202301681,II,Initial,,06221,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, <$50",Open or Active,BACON ST \ SAN BRUNO AVE,33647000,Bayview,Portola,9,37.7276341253869,-122.4035928907734,"(37.7276341253869, -122.4035928907734)",91,2,2,25,,,,,,2
2020/08/16 02:00:00 PM,2020/08/16,14:00,2020,Sunday,2020/08/16 02:46:00 PM,95349506243,953495,200492526,202291815,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,WALLER ST \ COLE ST,26413000,Park,Haight Ashbury,5,37.76859272659574,-122.45052179615425,"(37.76859272659574, -122.45052179615425)",29,7,11,3,,,,,,1
